text,original_text,label
I am working on taming my spiders and keeping squirrels at bay.,"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",1
Thanks a lot! @user I received your message. Can you please remind me when I was on cover-i and then on Alist?,@user yay! thanks.  cover-i sad ang alist please. ),1
You may have experienced the same situation. Someone has accused you of being 'One Sided' on this issue. It's getting to be so out of control.,"@user You might have too. One of them accused you guys to being &quot;One Sided&quot; on the issue. They're getting way, way out of hand.",1
How's everything going with you gorgeous lady?,hi beautiful! How's it going?  @user,1
"Hey there, my friend, I'm having trouble falling asleep at 5:10am and I need to start counting sheep.",@user my friend it's 5:10am here and can't fall asleep I need to be counting sheep too ha,1
OfficialShew@gmail is the email address for X to send me pictures.,@user Tell X to email me pics! OfficialShew@gmail,1
The tension on the set of Iron Man 2 is so intense that Gwenyth can't bear Scarlett's constant presence.,"I'm loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can't handle being in Scarlett's shadow",1
I was able to learn how to operate a manual car during the weekend.,learnt how to drive a manual on the weekend,1
I received my package. Can you clarify how it arrived? I'll attach pictures once I receive the item.,@user @user  good point!! Mine is on its way. How did he get delivered?  I will post pics too wen I get him,1
"Hello there, it's sunny outside and my coffee hasn't yet brewed. How is your day going?",@user hello  Well it's sunny out but my head is fuzzy and coffee isn't brewed yet... how's your day..?!,1
Is about to start work...,Is about to go to work....,1
This is a clear indication of how professional and amateur thieves differ from others.,@user This definitely separates a professional robber &amp; from an amateur one!,1
"I'm not sure which show you were referring to with the letter g in ""Camera Cafe: A Misog..."" but I think that answers your question.",@user I was certain which show you were talking about by the letter g in &quot;Camera Cafe: a misog..&quot; I think that answers your question,1
The special of sum1 is being discussed.,talkin to sum1 special,1
Can you assist me in finding someone to share a cuddle with?,@user - NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.? X,1
Woot woot rock band is still going strong.,Still up playin rock band woot woot,1
Enjoying a pie right now...,eating pie right now...  yumm..,1
"Despite the fact that his major project is communal in nature, it always comes at our doorstep and is massive/awful.",Although technically the major project he gets to do is something that's communal in theory but always comes to me and is massive/awful.,1
Emoticons can appear at different times depending on the user's preference.,@user #sometimes also emoticons sometimes,1
"Despite my belief that boys are unintelligent, I am grateful to meet new friends who only make things worse.","@user good  I have long believed that boys are stupid. I need to meet new ones, the ones I know only cause problems",1
"What is the meaning of ""I See Your Dog""?",@user http - :o I See Your Dog..  Bella..?,1
Can you predict who will be sleeping in the living room with #f1 coming up within a few hours?,#f1 in a few hours guess who is sleepin in the living room,1
"My day has been hectic, as @user has a bad infection and is staying at the vet's.","Hey everyone  Bit of a hectic day for me, just back from the vets, @user has a bad infection &amp; is staying over the wkend",1
Tacos and nachos were recently created by me and my recipe for the meals.,@user I just made tacos and nachos,1
"Yesterday, I took care of one of those, swapped Vodka for wine, and ate Japanese cuisine for dinner.","@user I spent yesterday nursing one of those, only replace Vodka with wine, and Japanese with posh dinner!",1
Listening to the cat snoring.,listening to the cat snore,1
@user_id I heard.,I hear you @user,1
Is it considered good?,"how is it, is it good?  @user",1
What's your status with @user?,@user How have you been,1
I am unable to change my Facebook.com profile picture due to insufficient efforts on my part.,Facebook.com isint letting me change my profile picture,1
"I'm almost at the gym, but my iPod has ceased to function after my trip to Wisconsin.","Sitting here, waiting to go to the gym.....almost left, then realized I never charged my iPod from my trip to Wisconsin....it's dead",1
I avoid mingling with artificial asses!,I dont associate with fake asses!,1
"That's alright, man! No need to worry.",@user yeah that's fine man! no worries,1
"The dislike for delayed trains, particularly those with 44 minutes of delay, is making work more difficult.",really hates delayed trains especially 44 minute delayed trains. Now going to be late for work,1
My car's window is facing ta'3yeem and I have tickets for it that are worth approximately 70 KD - 880 Derham.,@user i have tickets worth about 70 KD - about 880 Derham - for ta'3yeem my car's window,1
Product Buzz blogging is causing me discomfort and I'm experiencing neck pain.,Working on some Product Buzz (product reviews) for the blog... have a pain in the back of my neck,1
"After I departed, do you think you continued to drink?",@user @user I gather you guys continued the drinking after I left?,1
"If you date someone like me, you won't be subjected to any inappropriate behavior.",Date Like A Man So You Dont Get Played Like A Bitch,1
The user is @user?,@user,1
"Whether you have an iPod or not, does that mean your device is no longer functional?",@user ton iPod est mort? Dur... Prends un iPhone,1
"The issue was intermittent before, but it's now a regular feature.","@user Haha, yeah. It was here and there before but now it's constant",1
Have you tampered with the @user account and attached a link to it on Twitter? I'm not so sure.,@user but have you got @user and twitted a link to it. No? Fail.,1
To impede one's movement.,to doente,1
A sunny and refreshing day.,Nice sunny day,1
He is covered in grass.,has got grass all over him,1
"Please share your findings with me, @user.",@user Report your findings to me,1
New picture: I'm feeling bored.,New picture  bored.,1
"For some reason, Google Chrome has been unable to recall its visual appearance.",Google Chrome forgot what everything looks like for some reason,1
I believe I have been killed by judging my energy after attacking someone to see what had taken place. #spymaster,@user I think I've been killed judging bt my energy after attacking just to see what happened  #spymaster,1
"Starting with a small amount of money, such as $0.10 or $0.50 per transaction, the user will progress to more substantial stakes.","@user Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes",1
My blog is not functioning correctly - I had a fantastic #followfriday blog post to share with you!,i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,1
Programming today is not something I want to do.,I don't want to program today,1
"I'll be back on this platform soon, @user.",@user I'll be back soon,1
I am struggling to finish my history coursework for the upcoming Monday.,dreading history coursework on monday,1
I'm so glad you enjoyed it! They're fantastic! Now they have another one coming up. Can't go anyplace right now?,@user hahaha no you don't! it was amazing! they're really amazing! today they have another one. I can't go,1
Making a Twitter account here.,starting an account here on twitter,1
The wine is the focus for this user.,@user its the wine!!,1
Can you share if you like it?,@user te gustarï¿½!,1
"You're an early bird, right? @user",[Wrong!] @user your the earlybird so you suck  http,1
"I promised you a modification date, so please reach out to Dre's team. (Local comments only)",@user Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre's people. LOL,1
En route 2 to the airport!,en route 2 the airport!! la bound,1
The process of cleaning and packing.,cleaning and packing,1
Stopped to take a few selfies.,Took some phogs,1
BB muffins for breakfast in the lunch room.,BB lunch room for breakfast muffin,1
I plan to prepare a batch of brekkie and then proceed with it.,Gonna have some brekkie get ready and then do it,1
"The Captain's Log is where Doogie Howser might have gotten her idea, according to @user.",@user actually I think Doogie Howser got the idea from the Captain's Log.,1
"It's a Friday feeling to me, especially since I start work tomorrow.","I have that 'Friday' feeling, though - I am working tomorrow",1
"The company used to be a popular place for eating, but now we only visit Wendys after moving to Des Plaines.",@user - We used to eat there often when the company was over there. Now since moving to Des Plaines all we eat is Wendys.,1
I am confident that @user can do it.,@user I sure she can,1
"We are one, but we don't share the same traits, we can unite and assist one another.","we're one, but we're not the same, we get to carry each other",1
"OH dear, what a miserable life you're living!","@user Oh dear, what a rotten life you lead, NOT!",1
"After re-installing my computer, I'm finding it's stressful this morning.",@user  having a stressful morning! just got my computer back (crashed) - trying to reinstall everything.,1
"I cannot imagine being without you, @user.",@user I can't be mean without you.,1
The movie Yup is highly regarded by users.,@user Yup is ace film tho,1
Yesy have been on the @user's rental phone.,@user rentaphone  yesy have,1
The statement made by cherrylolita about Mother's Day is untrue. I regret not reading it and apologize for that.,Mother's Day - cherrylolita: Thatï¿½s not true. My bad - I didnï¿½t check it  Thank you  http,1
"If I were to face a trial from 3 to 7, my lawyer would have been the one who spoke to me.","@user I jus spoke 2 my lawyer, if I blow trial =3to7",1
Tweeting friends on Twitter's Noghty Night app.,noghty night twitterific twitter tweeting pals,1
@user Shittytknitt (@user _is__?,@user Shitttttt,1
"When I begin my work on Fridays, it's not a simple task to do Follow Friday.",Follow Friday is a bit hard to do when my work kicks in on Fridays,1
"Despite my efforts, I am struggling to fit in the baby into my schedule as a new mommy called for pictures.",bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try,1
"The airfare to the UK and Europe is reasonably priced from June to October, but no concerts have been announced for that time.","Plane tickets to UK and everywhere to Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet",1
Are you in agreement with @user?,@user don't you agree?,1
Thank you to @user @ user @utilisateur @ utilizatorilor,Thanks @user @user @user @user,1
"While plane tickets are at an affordable price (from June to October) for flights across Europe, there is no confirmed gig in the near future.","Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet",1
Happy Mother's Day!,happy mother's day!!!,1
"Ali, I'm amazed that @user@user hasn't found any Twitters on Evan's web site with the HTTP header.","@user @user you would think so, Ali! I found Evan's web: http but no twitters",1
Happy mother's day wishes!,Happy mother's day !!!!,1
"Maybe it's not wise to have separate bins, as I mentioned earlier.",@user gah i forgot about separate bins. maybe this is a bad idea,1
"With Twitter access, @Esp never misses the party and it never seems to end even when the sun is up somewhere else on earth!",@user Esp with Twitter access! the party NEVER stops - even &quot;at nite&quot; cuz it's always daylight &quot;somewhere&quot; around the world!,1
Engaging in work activities.,goin to work,1
"Despite the fact that it has been raining for the past three days, who is responsible for any mishaps?","Good morning  I don't think it has stopped raining once for the past three days or so, but who cares?",1
"I've been out of touch with you for a while now, @user KILL IT JASMINE.",@user KILL IT JASMINE! Haven't talked to you for ages.,1
"It seems like there is a lot of dust between the blackberry screens, and I'm feeling frustrated.","Ok I'm frustrated, there is hella dust between the screens of my blackberry",1
"I'm in need of a rest, but I have four trains to catch up with.",Need a nap  but I have to take 4 trains now,1
"I neglected to mention my gratitude to Drea, Elisa, Ise, and Shelane for their help during Greek week. Many thanks!","mmm one more thing... I forgot to give Kudos to Drea, Elisa, Ise, &amp; Shelane for all helping out with greek week! Thanks ladies!",1
"My thoughts and family are all directed towards you and your loved ones, please.",@user my thoughts rae with you and your family,1
Leonard Cohen emerges victorious after streaming 'Hallelujah' on Youtube.,Listening 'Hallelujah' on Youtube. Leonard Cohen wins.  #xfactor,1
"@user ngobrolin is listening to my favorite bands, but I am not fond of them. Kesianya kesian rusak? (Benerin dong cio)",@user ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.,1
"I've been causing harm to workers by administering alcohol for genetic testing while killing ants, which is not in the best interest of the animals.","I've been killing ants today ( put workers to alcohol for genetic analysis). I feel kind of bad for that... Its necessary, but not nice",1
Initiating the process of packing things.,starting to pack stuff up,1
Lunch is followed by school.,eating lunch. then school,1
I'm hoping to play it tomorrow and haven't squandered any points.,@user I'll hopefully get a chance to play it tomorrow. Hope it's good otherwise I've wasted so many points,1
There is nothing to do except work for 5 pm.,bored bored bored. nothing to do today besides work at 5,1
"Twitter is where I'm at once, @user.",@user im back on twitter.,1
Maintaining a cool environment.,keeping it chilled.,1
"Cookie-wise, that's the way it crumbles.","That's the way it crumbles, cookie-wise",1
Please give me your first name @user.,@user let be me your first,1
"I'm finding it easier to learn after getting some rest and reviewing my notes. So, if you can get some sleep, what should you do?","@user Thank you.  Usually the learning happens after I get a little rest and review my notes.  Which reminds me, I'd better get some rest",1
Is there a Celtic culture in our lives?,http How about some Celtic up in our lives?,1
I'm having trouble finding the location for the birthday brunch. Can you suggest any roads that are closed around West Jakarta?,I've got no idea how to reach the birthday brunch location.. Roads around west Jkt? Clueless,1
Does anyone have a cake recipe?,Cake anyone? http,1
"Had the impression that I had sunburned after an hour of exposure, but was mistaken to think it was actually a result of tanning.","thought id tanned after an hour in the sun, i was wrong....i've just burnt",1
"The address is not being found by the wrong link, as reported by @user.",@user it's saying that it is the wrong link-it cannot find the address.,1
"The first place that came close to being second was Minas Gerais, as pointed out by @user.",@user well Minas Gerais is the first runner up  she did well,1
"You're a Twitter addict, as @user revealed that half of my friends' updates come from you.","@user - Yes, you are addicted - half my twitter friend updates are yours",1
The internet is off limits for you to use.,Off tha internet now Txt it,1
"I'm in need of accessories for my #livescribe smartpen, as there are few options available in Germany.",Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,1
"I didn't expect to enjoy Star Trek, but it was a great movie.",Just saw Star Trek. I am not a hardcore fan or anything but it was really good! Get at it,1
Wednesday is over before @user's departure.,@user I'm not going till Wednesday,1
'Mix Khichadi' appears to be prepared now... Lunch is on its way!,Oh my 'Mix Khichadi' seems to be ready now .. time for Lunch  !,1
"Is it true that sending me to hell is ridiculous? (Assuming you're saying ""not good"") No, not really.",@user omgg hhaha nooo! drag me to hell is EVVIIIL! and angels and demons supposedly sucked   ohh no haha,1
The user is also known as @user.,@user Also @user,1
"I'm wondering if it's possible that one hosting service offers HD quality for all users, even though the original price was only $19.99.",@user I've given the $19.99 question more thought. U may be right. One host provides HD quality to all viewers? Maybe not.,1
I am experiencing a fever.,i have a fever,1
Andrea's return to ZDF Fernsehgarten has brought great pleasure.,"Now watching ZDF Fernsehgarten. Its so great that Andrea is back, at last",1
"I am no longer able to view anything clearly after turning myself in. Who knows, maybe I will be heading to the Apple store later today.","@user I've just gone back on and can't see anything too obvious. Who knows, but off to the Apple store today anyway",1
Just met up with @user,Just got up with @user,1
"Despite paying for it, I am still in the queue and haven't been tweeting since my last time. This is insane.",Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this,1
Hi there! You are the user h12rlich?,@user hï¿½rlich!,1
"You are not currently in school, @user.",@user your not in school,1
"If you wear backstreet boya and silk MCT pants with SGT peppers/beatles coats and listen to lame music, you're creating a SMAP.",@user if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP,1
It's going to rain!,It's about to rain!!,1
Any thoughts on COFFEE? That's great. I'm a big fan and can't live without it any more. Thanks for the feedback!,@user Thanks for sharing it. Anything about COFFEE is good. I'm a big FAN!!! Can't live w/o it.,1
It seems that @user is still sleeping.,@user I gather from that that @user is still asleep,1
"Do you think that sounds like a mouthful? I'm curious, haha.",@user haha dork .. That sounds so yummy .. Share!,1
"Hi I'm feeling lost, can you help me find a home? @user",@user I am lost. Please help me find a good home.,1
"Since we got back from Miami, my car had an oil pump issue and I couldn't use it since then.",@user it must've been Miami cause I haven't been able to drive my car since we got back...it needed an oil pump,1
"Yesterday, I spent my time in the sun doing jovial and playing sims until my dad picked me up.",to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social time,1
I am experiencing discomfort in my lower extremities.,My bum hurts.,1
It appears that my sensors are not capable of lasting more than 3 1/2 days.,my sensors don't seem to want to last for more than 3 1/2 days,1
Would it be possible for you to come over before Friday and instruct me on what to do?,@user you should come over before friday and teach me how,1
What's the deal with @user games? Just to clarify.,@user games? Just wanted to clarify,1
"Good morning, everyone!",morning everyone!,1
"It may seem like some people are more lenient with certain actions than others, but I'm not one of them.",@user i guess it's easier said than done for some people.....myself being one of them unfortunately,1
"The act of flying is causing it to fall, divert, and miss the ground.","flying is falling, getting distracted and missing the ground",1
I just woke up. Uhuru out?,Just woke up.   Uhuru out,1
"I'd appreciate it if you could inform me when you came across it, even though it's useful on your phone.","@user please let me know when you've found it  I'd like to know as well, although it's handy on your mobile...",1
"It's just a regular Monday night for quiz nights, sorry.","@user alas no, it's just a normal night  monday is quiz night",1
"Sorry to hear about your cat, can you please spare it?",@user sorry bout your cat !,1
"Happy Mother's day to all mothers, including those expecting children and those with 4-legged offspring.",Happy Mother's day to all mothers including mom-to-be and moms of 4 legged kids,1
"@user was in London last night, so give it a few hours and I'm sure some will show up.",@user ... in London last night so give it a few hours &amp; I'm sure a few will appear,1
"I thought to myself, ""I haven't even seen Dragonball.""","@user My first thought too, I've never even watched Dragonball",1
That's a frequent behavior of @user.,@user I do that all the time,1
"It's evident that they both had a great time, performing side by side and sharing laughs!","@user Yes, they clearly relished acting together, sparking off each other's performance. And milking all the laughs!",1
Reese's compositions are ily.,Reese's pieces ily,1
"Good Morning, the Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy The video is alive!",@user Good Morning Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy its a living thing....!,1
"My essay is due in two days, but it's a little late.","is up, slightly later than planned... gunna get this essay done 2day!!",1
"Despite the exhausting silence, I can't help but feel better about myself at 7. It's still summer and I'm ready to head off to work.",My mind automatically wakes up at 7. Huge fail -- it's SUMMER!  Good morning nonetheless. Gonna get ready for work now.,1
Continuing to produce icons,still making icons,1
"The iPod/iPhone home screen's settings are where Twitterfon is located, and you can access the settings by selecting the ""settings"" menu.",@user Go to the setting on the iPod/iPhone home screen &amp; scroll to the bottom &amp; you will find twitterfon settings,1
I went to retrieve a TV that I had purchased from freecycle.,off to collect a tv I acquired from freecycle,1
"Jay Leno's last show was in the evening, but he is now making it to 10pm, which I am uncertain will be as intense as before.",I've been up late this week watching Jay Leno. Tonight is his last show  But now he'll move up to 10pm not sure if the material will bsame,1
Is preparing for work? Working the entire weekend.,Is getting ready for work... Working all weekend,1
I experimented with puppet and it seems like I erased my drive from my workstation.,Experimenting.  With puppet again. I think I just wiped my drive on my workstation,1
Would you like to have a good day?,Have a nice day  ? http,1
"My dog is very curious and follows me whenever I take a shower or pee, but it won't let me sit on the bed.","@user awww how cuuute, mine follows me when i showers and peeï¿½s and wherever i go but refuses to lay still in the bed",1
"Oops, I must start my mail order again. Thanks for the change, Obama! @user yes 7.50",@user yes 7.50 here thanks for the change obama. I have to start mail ordering again,1
"Yesterday, while watching a show on TV, I noticed that you were the number five contender for being the most unattractive beach body.",@user i was watchin tv yesterday and the media is on u. u were number five i think for worst beach bodies because of ur butt,1
"Afterward, go home and weep.",Now to go home and cry,1
The addition of more BBQs could result in the acquisition of some disposable ones.,More BBQs  Might buy some disposable ones some time.,1
"I apologize to @user for the inconvenience, but please don't refer to me as lame.","@user Can't, sorry  And don't call me lame.",1
I sing whenever.,I Sing Everytime,1
"You're on fire here, user classic.","@user classic, my word you are on a roll this am",1
"As long as we have time to watch, Tuesday is the day to do it.","@user Tuesday, any other day... long as we still get to watch",1
Just had a quick meal at KFC.,just had KFC,1
"Home is not a perfect place to live, right?",hmmmmï¿½being home isn't *all* great  http,1
I've come to the realization that having a degree is synonymous with being bad.,"So, I'm at the point now that it has become apparent that having a degree means jack shit.",1
"Hi xx, where are you going tonight?",@user Hi Gi  are you going tonight?  xx,1
I am trying my best not to share this lovely head cold.,Trying my best not to share this lovely head cold,1
"Once or twice, I've had my mac locked up, which is quite common.","i've locked up a mac once or twice in my time. ok, literally once or twice.",1
A sorrowful gathering located next to the block.,sad assembly  next block,1
"@user, how did you manage to arrive at 7pm so early? I'm currently at 4pm on my clock.",@user 7pm? So early. Dat's 4pm my time.,1
"Thanks for your help, it seems like work will be arriving in a few weeks.",@user Thanks  New work will arrive in a few weeks,1
"I did many things, but couldn't find time to tweet.",I did many things but missed tweeting,1
"Hi everyone, Phil, I hope everything is going well with you and good vibes.",@user  oh hiya phil am well ta hope u are too,1
The viewer is left in doubt that the movie Pineapple Express contained actual cannabis.,watching Pineapple Express and is seriously thinking that they used real weed in this movie,1
The club that follows is @user.,@user join the club,1
Cleaning the house and going out to watch a soccer game with friends at 3 pm.,@ Cleaning the house! going out at 3 to see a soccergame with friends,1
What is the problem with this system?,@user ???? ????? ????? ?? .. ????? ?? ????? ??? ???????,1
Let's hope and pray that we will move forward!,"@user Let's hope and pray, we go a wiser way! : @user Let's hope and pray, we go a wiser way!  http",1
"It's not necessary to apologize, which is entirely understandable; I was just trying to poke fun at you.","@user Hey, you don't have to be sorry! Absolutely understandable; I was just poking at you a little.",1
Will you be able to obtain the metal detector from the Brickmans? Chad inquired about it on Facebook. Can't answer your question about your Ringmaster?,@user Are you guys gonna get the metal detector from the Brickmans? I saw Chad ask Davey on FB. Sorry 'bout your ring,1
"The link seems to have malfunctioned, as per the user.",@user The link didn't work.,1
"This is really cool, @user. I just thought of a word and put Twii in front of it; how can I improve my intelligence?",@user love it! Really its simple i think of a word and put twi on the front i should be more clever,1
The act of bristling your teeth with great effort can make your gums bleed.,ahh i hate when you bbrush your teeth so hard you make your gums bleed,1
This is a total disaster. I wish I had made it to Arlington for zeta!,Is a hot hell of a mess. I wish i would have gone to arlington for zeta!,1
Is departing from Nesbitt.,is moving out of Nesbitt.,1
Hii @user a little how are you?,@user yeh  A little.. How are you ?,1
Are you on the list of users at 6 am?,@user 6 am.  you?,1
My blog's feed is frequently republished by sites that appear higher on Google search results than my own blog.,Sites that republish my blog's feed often end up higher than my blog on Google search results,1
"We had a chat on n00b.in, but it turned out that we were indeed conversing with @user oks.",@user oks  yes infact we had chatted earlier on n00b.in as well,1
"My hair is straight, what can I do to make it more manageable?",my hairs straight  lmao,1
"I'm fine with not trespassing on most things, except for liquor and cheese and bacon balls.",@user yeah I'm fine not to raid most things. Excepting liquor and cheese &amp; bacon balls,1
Christian's emotive effects.,Emoticons by Christian. &quot;  &quot; http,1
I'm taking Pilates classes now and will be tweeting you all soon!,Off To Do Pilates Now! Tweet Y'all Soon!,1
You're an old man hehe?,That's cause you are old mate hehe,1
"Today, I am thankful for my mom's teachings in the bible and her presence on Twitter. Appreciate it!!",On a day like today. I am thankful for my mom's teaching (proverbs 6:20-23) and thankful that she's on twitter too! Love you @user,1
It's chilly outside.,Its cold,1
A new background image has been created for Twitter.,New twitter background,1
How can I get torrents that are similar to this one?,@user Mï¿½y em mï¿½ torrent thï¿½ bï¿½ ch? trï¿½n nhï¿½ ?ang Thiï¿½n Long l?i ch?y xu?ng ?i?u tra,1
"My h/p number has been changed, and I can access MSN messenger to check my account.",changed my h/p number go online msn messenger to see,1
"At present, I am only accepting guest posts from the Community news audience.","@user Community news only  I sometimes accept guest posts, but not at the moment.",1
"The majority of my friends attempted it yesterday, but due to the.Net stuff, it didn't work out. However, I was pleased with the outcome.",@user Most of my friends wanted to try it yesterday but failed because of the whole .Net thingy...it worked fine with me,1
"We're having a Mother's Day dinner at Kenny'S, and our mom said thank you for the introduction.",@user @user mum asked us to thank you for introducing us to Kenny's - we're having Mother's Day dinner here,1
What happened to my Citeh jersey?,Where did I leave my Citeh jersey?,1
The combination of being an immigrant and dancing tonight is not ideal.,Bad migrane and need to go to dancing tonight.... Not a good combination,1
"I'm wondering if you have a Mac, please. Would it be good to get oneee?",@user i'm sorry  do you have a mac? you should get oneee,1
"You expressed your fondness for braid. Did you think the relationship story was a metaphor? I'm not sure, but it left me perplexed.","@user you liked braid? Did you guess what the whole relationship story is a metaphor for? I sure as hell did not, it just confused me",1
Happy birthday to @user,@user happy birthday,1
"Today, I am going to shower and get ready like everyone else.",Same Difference Today  going to go and have a shower then get ready!,1
Leaving the house to procure clothes.,Going home to get clothes,1
The number of followers is gradually increasing.,is slowly gettin more followers  vry slowly,1
"At home, I experienced bruxes at 12:02 and was feeling extremely weary. It's time to end the song.",bruxels - 12:02 at home... really tired... end the song,1
Can you translate XMind into your language?,http   Translate XMind to your language.,1
A strong morning beverage accompanied by coffee is the perfect choice!,eating breakfast and drinking coffe - strong coffe!,1
Lunch was made up of Cran-Grape and a side dish.,Cran-Grape for lunch,1
"I am looking for a new home for my 3-year-old male and female Labrador family. They need to stay together, please contact me.",Female and Male 3 year old Labs looking for new home  Family is loosing their home. Both must stay together. Contact me if interested.,1
I will be heading to work shortly.,well here i go off to work,1
"Thank you, @user! How sweet is that?",@user how sweet,1
"To get tickets to ALL TIME LOW in Australia, visit their website at www.myspace.com/destroyalllines.",Hey hey get tickets to ALL TIME LOW when they're in Aussie kay. www.myspace.com/destroyalllines Yup. Go there get tickets,1
I'm feeling a bit of slumber as everyone is here at 5:03 in the morning.,"It's 5:03 in the morning.. I think it's time I went to bed. - so, goodnight everyone  http",1
"Currently, I am typing this message.",just typing this message,1
I'm in dire need of sleep by 4am tonight due to exhaustion.,I need to go to sleep before 4am tonight...  ... So exhausted.,1
"Dine-in, diner.",Fish and chips for din dins,1
It could be due to a heavy workload or insufficient time spent on the job.,is working hard or maybe thats hardly working,1
@user I've been!,@user  I've been!,1
Let your friends tie you to the railing. I'm anticipating a tweet tomorrow from someone who is experiencing headaches and feeling tired.,@user tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired,1
I'm not using Twitter because it's not allowing me to tweet today.,Sorry I'm not using tweetdeck it's not letting me tweet today,1
"After eating hot food, I can't recall which it was.",@user I ate some hot food,1
I'm ecstatic after my longest sleep in months and need to get some work done before heading home next week.,Just woke from the longest sleep in months-so nice! Now to get some work done so i'm prepped for next wk &amp; free for K coming home tonight,1
"I'm not enjoying the server modification, as per @user.",@user that's no fun  server change...?,1
Good thing short stack episode 20 is coming out on Tuesday.,"yay, short stack episode 20 is being recorded on tuesday",1
"I'm having difficulty understanding the meaning of ""@user beat"".",@user beat? don't understand,1
Make sure to share your mission success on the forums and Facebook during #SanctuarySunday through posts!,#SanctuarySunday don't forget to post on the forums and FB about our mission success!!,1
She is taking a deep breath.,is taking a deep deep breath,1
The excitement of Disneyland was palpable yesterday as I made my way back to work.,Disneyland was a blast yesterday now back to work,1
"It's a wonderful day, just got the car ready for work and it should be done in under an hour.","Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour",1
"While I was here, I found myself occupied with reading Stars Loves and listening to AFH as well as watching TV.","back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV",1
"Maintaining a blog, cleaning, and conversing while listening to phoenixfm.","blogging, cleaning and chatting while listening to phoenixfm",1
"Thank you for your help, it's on my back up plan.",@user thanks. but it IS seriuosly my back up plan,1
"I'm not a hater, but I am feeling upset because I haven't received my update.",@user now cash u kno I'm not a hater.....jus upset I don't have my update yet,1
"Let me know if you want to add me as a friend on my Xbox 360. If you're interested in playing some friendly games, try asking G11Y or @user_fetch2.","@user Oh I forgot to say, if u want anymore friends on xbox send me a friend request. G11Y if u want a friendly game sometime",1
Is Pimm's in a can available for @user?,@user @user not Pimm's in a can?,1
It took Charles less than 5 minutes to light up a light bulb while playing logical gates games.,Playing logical gates games with Charles on : http  Charles took less than 5 mn to make a light bulb flicker,1
Go to the family get-together.,off to the family party,1
No longer can you use @user,@user anymore,1
"Hi there! Have a wonderful day everyone, wish you all the best!",@user hows u? lovely day here!,1
"I'm not feeling too energetic, as per the user.",@user no...i'm just tired..,1
"To get a feel for how Twitter-copy-topify works, try giving this brief glimpse at @user.",@user just for a little while.. to get an impression of how twitter-copy-topify,1
@user will have to reduce his assortment of portraits of himself and bangbang.,@user will have to pare down his collection of portraits of @user and bangbang,1
"Despite my love for romance plots, I feel like I'm back on the feminist path.",Admitting that I don't like action plots and I do like romance plots always makes me feel like I'm setting back the feminist cause.,1
@user seems uninterested and I'm feeling a bit lost.,@user nothing really. sooo bored  xx,1
Greetings from Twitterland!,Bonjour Twitterland !,1
Happy Mothers Day to Heidi Klum.,Happy Mothers Day to Heidi Klum,1
"""I have reached the address http://www.loc.org/ and I'm wondering if anyone can tell me where this is from.""","@user jï¿½ estou a ver que sim  , aqui - http",1
I feel like I'm on my deathbed.,@user I know  I think I'm like dieing!,1
My authentic keys are being taken away from me.,I want my real keys back,1
My strategy for dealing with bad girls is to make them look like good girls.,@user i make them good girls go bad,1
The wave's trend would be more pronounced than the bing.,wave would trend higher that bing,1
"Thank you for following the Cascade request, Oh!",@user oh.. tnx for following cass.,1
"The sun can be a positive influence on everyone, especially when we have an abundance of towels to wash and dry off!",@user Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!,1
"I'm excited about the bikini season, but I regret that I didn't receive the free chocolate.",@user missed the cutoff for the free chocolate  eh well...bikini season is coming.....,1
Just completed three videos.,just made 3 videos,1
"The RAM upgrade has been completed, but FF is still running slowly, so I've decided to disable all the add-ons. I don't know which ones will be included as it feels like Sophie's Choice!",RAM upgrade=done! FF still slow so disabling all add-ons  Not sure which ones will make the cut to be honest. It's like Sophie's Choice!,1
"I am in agreement with @user that they will commence, and I forgot to mention that the news was actually from HT.","@user I agree - they will start - and I forgot, all that news is HT @user",1
